,S.No,Comments,Label,enc_label,Label_hate,Label_non-hate,cleaned,transliterated_text
94,HATE_1095,"Power loki vachaka prajala paina kallu petti thokkutharuu,",hate,0,1.0,0.0,Power loki vachaka prajala paina kallu petti thokkutharuu,పవర్ లోకి వచ్చాక ప్రజల పైన కళ్ళు పెట్టి తొక్కుతరూ
95,HATE_1096,Assembly lo aa party kani sir ma samsyaluni gurinchi matladandi missillineous vanni matlda vaddu si,hate,0,1.0,0.0,Assembly lo aa party kani sir ma samsyaluni gurinchi matladandi missillineous vanni matlda vaddu si,అసెంబ్లీ లో ఆ పార్టీ కని సిర్ మా సంస్యలుని గురించి మాట్లాడండి మిసిలినియస్ వన్ని మాట్లాడ వద్దు సి
96,HATE_1097,Miru chala great man. Simham munduku kukkalu ravu sir. Love you soo much.. Bratiki konnirojulaina ilane vundali.. Love you,non-hate,1,0.0,1.0,Miru chala great man Simham munduku kukkalu ravu sir Love you soo much Bratiki konnirojulaina ilane vundali Love you,మీరు చాలా గ్రేట్ మాన్ సింహం ముందుకు కుక్కలు రావు సిర్ లవ్ యూ సూ ముచ్ బ్రతికి కొన్నిరోజులైనా ఇలానే వుండాలి లవ్ యూ
97,HATE_1098,"Super sathi garu,mee action superb..chala enjoy chesthunnamu.",non-hate,1,0.0,1.0,Super sathi garumee action superbchala enjoy chesthunnamu,సూపర్ సతి గారుమీ యాక్షన్ సూపర్బ్చాల ఎంజాయ్ చేస్తున్నాము
98,HATE_1099,Arey budder khan nuvvu asalu ,hate,0,1.0,0.0,Arey budder khan nuvvu asalu,అరే బడ్డర్ ఖాన్ నువ్వు అసలు
99,HATE_1100,Venki anna yekkada unna haa Joshi veru,non-hate,1,0.0,1.0,Venki anna yekkada unna haa Joshi veru,వెంకి అన్న ఎక్కడ ఉన్న హా జోషి వేరు
100,HATE_1101,"Permit room lu enduku pettirru 
Thaginanka oka beer tho aguthara",hate,0,1.0,0.0,Permit room lu enduku pettirru Thaginanka oka beer tho aguthara,పర్మిట్ రూమ్ లు ఎందుకు పెట్టిర్రు తాగినంక ఒక బీర్ తో ఆగుతారా
101,HATE_1102,Kaveri jah kadu ra adi evarro kudo teliduuu jafa,hate,0,1.0,0.0,Kaveri jah kadu ra adi evarro kudo teliduuu jafa,కావేరి జాహ్ కాదు రా అది ఎవారో కుడో తెలిదూ జాఫా
102,HATE_1103,Wines lo thaage system pettakandi sir banjeyandi samaanyula midhane miru ebbandhi pedtharu wines yekkada padithe akkada unnai galliko wines aindhi,hate,0,1.0,0.0,Wines lo thaage system pettakandi sir banjeyandi samaanyula midhane miru ebbandhi pedtharu wines yekkada padithe akkada unnai galliko wines aindhi,వైన్స్ లో తాగే సిస్టమ్ పెట్టకండి సిర్ బంజేయండి సామాన్యుల మిధానే మీరు ఎబ్బంది పెడతారు వైన్స్ ఎక్కడ పడితే అక్కడ ఉన్నై గల్లికో వైన్స్ ఐంది
103,HATE_1104,Manchu Laxmi lo andam ekada kanipistunde raa babu .dabbu unte stone kuda diamond laga kanipistunde,hate,0,1.0,0.0,Manchu Laxmi lo andam ekada kanipistunde raa babu dabbu unte stone kuda diamond laga kanipistunde,మంచు లక్ష్మి లో అందం ఏకదా కనిపిస్తుందే రా బాబు డబ్బు ఉంటే స్టోన్ కూడా డైమండ్ లాగా కనిపిస్తుందే
104,HATE_1105,"Meru devudu anna,life long meru healthy ga undalani devudu ki pratistunna",non-hate,1,0.0,1.0,Meru devudu annalife long meru healthy ga undalani devudu ki pratistunna,మేరు దేవుడు అన్నలైఫ్ లాంగ్ మేరు హెల్తీ గా ఉండాలని దేవుడు కి ప్రతిస్తున్న
105,HATE_1106,Samba shivudu great humanity person,non-hate,1,0.0,1.0,Samba shivudu great humanity person,సాంబా శివుడు గ్రేట్ హ్యుమానిటీ పర్సన్
106,HATE_1107,Wow ..real journalist mallanna gariki hattsoff...melaga andaru journalists vuntey asalu corruption cheyadaniki kuda bhayapadtaru anna...,non-hate,1,0.0,1.0,Wow real journalist mallanna gariki hattsoffmelaga andaru journalists vuntey asalu corruption cheyadaniki kuda bhayapadtaru anna,వో రియల్ జర్నలిస్ట్ మల్లన్న గారికి హాట్సాఫ్మెలాగా అందరు జర్నలిస్ట్స్ వుంటే అసలు కరప్షన్ చేయడానికి కూడా భయపడతారు అన్న
107,HATE_1108,konchem odd ga behave cheyadam kadandi.. .pitchandi edi..,hate,0,1.0,0.0,konchem odd ga behave cheyadam kadandi pitchandi edi,కొంచెం ఒడ్ గా బిహేవ్ చేయడం కాదండి పిట్చండి ఇది
108,HATE_1109,Eme thagi matladthundemo,hate,0,1.0,0.0,Eme thagi matladthundemo,ఏమే తాగి మాట్లాడుతుందేమో
109,HATE_1110,"Andhra lo Roads veyandi babu koncham. Accidents avthunnai, Vehicles anni damage avthunnai.. Krishna and West Godavari Roads aithey mari worst",hate,0,1.0,0.0,Andhra lo Roads veyandi babu koncham Accidents avthunnai Vehicles anni damage avthunnai Krishna and West Godavari Roads aithey mari worst,ఆంధ్ర లో రోడ్స్ వేయండి బాబు కొంచం ఆక్సిడెంట్స్ అవుతున్నాయి వెహికల్స్ అన్ని డామేజ్ అవుతున్నాయి కృష్ణ అండ్ వెస్ట్ గోదావరి రోడ్స్ ఐతేయ్ మరి వర్స్ట్
110,HATE_1111,Youtube vedios konni follow ayyedhanni tharwatha BB house lo koncham negitive feel ayya ippudu chustunte badha anipistundhi very good dancer All the Best for your future Shanmukh 💐,non-hate,1,0.0,1.0,Youtube vedios konni follow ayyedhanni tharwatha BB house lo koncham negitive feel ayya ippudu chustunte badha anipistundhi very good dancer All the Best for your future Shanmukh  ,యూట్యూబ్ వీడియోస్ కొన్ని ఫాలో అయ్యేదాన్ని తర్వాత బీబీ హౌస్ లో కొంచం నెగిటివ్ ఫీల్ అయ్య ఇప్పుడు చూస్తుంటే బాధ అనిపిస్తుంది వెరీ గుడ్ డాన్సర్ ఆల్ తే బెస్ట్ ఫోర్ యూర్ ఫ్యూచర్ షణ్ముఖ్
111,HATE_1112,Prajala samasyala gurinchi okaru kuda matladaru kadha ..nice ...,hate,0,1.0,0.0,Prajala samasyala gurinchi okaru kuda matladaru kadha nice,ప్రజల సమస్యల గురించి ఒకరు కూడా మాట్లాడారు కాదా నైస్
112,HATE_1113,Ayithe life politician kavali ra Babu.,non-hate,1,0.0,1.0,Ayithe life politician kavali ra Babu,అయితే లైఫ్ పొలిటీషియన్ కావాలి రా బాబు
113,HATE_1114,Jagan paapam pande rojulu dhaggara paduthunnayi ; vasthunnayi vasthunnayi manchi rojulu vasthunnayi.,hate,0,1.0,0.0,Jagan paapam pande rojulu dhaggara paduthunnayi vasthunnayi vasthunnayi manchi rojulu vasthunnayi,జగన్ పాపం పాండే రోజులు దగ్గర పడుతున్నాయి వస్తున్నాయి వస్తున్నాయి మంచి రోజులు వస్తున్నాయి
114,HATE_1115,"Idemi daridramu ra Anna ? Assalu bharincha leka potunnamu. Veellaku emaina buddhi gnanamu vunda? Vella IQ enta. Mott Amur family kalipi chusina, 100 daatadi emo.",hate,0,1.0,0.0,Idemi daridramu ra Anna Assalu bharincha leka potunnamu Veellaku emaina buddhi gnanamu vunda Vella IQ enta Mott Amur family kalipi chusina 100 daatadi emo,ఇదేమి దరిద్రము రా అన్న అస్సలు భరించ లేక పోతున్నాము వీళ్లకు ఏమైనా బుద్ధి జ్ఞానము వుండ వెళ్ళ ఇక్ ఎంత మాట్ అముర్ ఫ్యామిలీ కలిపి చూసిన ౧౦౦ దాటది ఎమో
115,HATE_1116,Adhikaram vunte thuglak gadu emaina chesasthadu,hate,0,1.0,0.0,Adhikaram vunte thuglak gadu emaina chesasthadu,అధికారం వుంటే తుగ్లక్ గాడు ఏమైనా చేసస్తాడు
116,HATE_1117,agu gadi debbaku reddys ni jobslo evaru petukoru kulanike ibandi padutumndi,hate,0,1.0,0.0,agu gadi debbaku reddys ni jobslo evaru petukoru kulanike ibandi padutumndi,అగు గది దెబ్బకు రెడ్డీస్ ని జాబ్స్లో ఎవరు పెటుకోరు కులానికే ఇబంది పడుతుంది
117,HATE_1118,Chi maarandi e trolls chusaina public feeling telusukoni masalukondi,hate,0,1.0,0.0,Chi maarandi e trolls chusaina public feeling telusukoni masalukondi,చి మారండి ఇ ట్రోల్స్ చూసైనా పబ్లిక్ ఫీలింగ్ తెలుసుకొని మసలుకోండి
118,HATE_1119,Nijam ayyina reddlu tdp ki support ga undali,non-hate,1,0.0,1.0,Nijam ayyina reddlu tdp ki support ga undali,నిజం అయ్యిన రెడ్లు టీడీపీ కి సపోర్ట్ గా ఉండాలి
119,HATE_1120,Me Vally telagana Eroju Ela vundhi sir MA Andra ki kuda jagan lanty yadhava kakundha melanty ledars kavali sir great kcr and ktr,hate,0,1.0,0.0,Me Vally telagana Eroju Ela vundhi sir MA Andra ki kuda jagan lanty yadhava kakundha melanty ledars kavali sir great kcr and ktr,మే వ్యాలీ తెలగన ఏరోజు ఎలా వుంది సిర్ మా ఆంద్రా కి కూడా జగన్ లాంటి యధవ కాకుండా మెలాంటి లేడర్స్ కావాలి సిర్ గ్రేట్ కేసీఆర్ అండ్ కేటీఆర్
120,HATE_1121,Mata tadabada kunda clear ga ktr sir matalu super,non-hate,1,0.0,1.0,Mata tadabada kunda clear ga ktr sir matalu super,మాటా తడబడ కుండ క్లియర్ గా కేటీఆర్ సిర్ మాటలు సూపర్
121,HATE_1122,Telangana ki manchi rojulu vasthunai... ,non-hate,1,0.0,1.0,Telangana ki manchi rojulu vasthunai,తెలంగాణ కి మంచి రోజులు వస్తునై
122,HATE_1123,Big boss lo he felt lonely...a emotion lo siri ne hug cheskunadu..not with bad intention...hope Deepthi understands him..his smile nd eyes both r filled with pain...,non-hate,1,0.0,1.0,Big boss lo he felt lonelya emotion lo siri ne hug cheskunadunot with bad intentionhope Deepthi understands himhis smile nd eyes both r filled with pain,బిగ్ బాస్ లో హే ఫెల్ట్ లోనెల్యా ఎమోషన్ లో సిరి నే హగ్ చేస్కునాడునోట్ విత్ బాడ్ ఇంటెన్షన్హోప్ దీప్తి అండర్స్టాండ్స్ హింహిస్ స్మైల్ న్ద్ ఐస్ బోత్ ర్ ఫిల్డ్ విత్ పైన్
123,HATE_1124,meru superr andhra gurchince koncham careing im haapy for that keep supporting,non-hate,1,0.0,1.0,meru superr andhra gurchince koncham careing im haapy for that keep supporting,మేరు సూపర్ ఆంధ్ర గర్చిన్స్ కొంచం కేరింగ్ ఐఎం హ్యాపీ ఫోర్ థాట్ కీప్ సపోర్టింగ్
124,HATE_1125,Partial dharidrsm voddhu sir,hate,0,1.0,0.0,Partial dharidrsm voddhu sir,పార్షియల్ ధరిద్ర్శం వొద్దు సిర్
125,HATE_1126,Okka party lo unte neevu correct.change aite ilane untundi,hate,0,1.0,0.0,Okka party lo unte neevu correctchange aite ilane untundi,ఒక్క పార్టీ లో ఉంటే నీవు కరెక్ట్చేంజ్ అయితే ఇలానే ఉంటుంది
126,HATE_1127,Ravi teja.. the man behind those wonderful memes ..#Raviteja anna ki oka Oooooo...,non-hate,1,0.0,1.0,Ravi teja the man behind those wonderful memes Raviteja anna ki oka Oooooo,రవి తేజ తే మాన్ బిహైండ్ తోసే వండర్ఫుల్ మీమ్స్ రవితేజ అన్న కి ఒక ఊఊఊఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓఓ
127,HATE_1128,Ycp chappina matalu vinte mosapotaru jagrtta,hate,0,1.0,0.0,Ycp chappina matalu vinte mosapotaru jagrtta,వైసీపీ చప్పిన మాటలు వింటే మోసపోతారు జాగ్రత్త
128,HATE_1129,Vidipoyaru ana pain feel una navvuthunadu shannu,non-hate,1,0.0,1.0,Vidipoyaru ana pain feel una navvuthunadu shannu,విడిపోయారు అనా పైన్ ఫీల్ ఉన నవ్వుతునాడు షన్ను
129,HATE_1130,"Ippudu ee vedio choostey, pichha comedy ga untundhi,,,comedy cheddam anukoni comedy aipoyava narsiredyyy,,,,yadaki poyavayyaa",hate,0,1.0,0.0,Ippudu ee vedio choostey pichha comedy ga untundhicomedy cheddam anukoni comedy aipoyava narsiredyyyyadaki poyavayyaa,ఇప్పుడు ఈ వీడియో చూస్తే పిచ్చ కామెడీ గా ఉంటుందికోమెడి చేద్దాం అనుకొని కామెడీ అయిపోయావా నర్సిరెడియ్య్యాడకి పోయావయ్యా
