,Text,enc_label
330,కుత్త పగులుద్ది ఎవడైనాany partyany other fans ఎన్టీఆర్ అన్న ని తక్కువ చేసి మాట్లాడితే,1
331,దేవుడు ఈ మనిషిని ఈ లోకంలో కి పంపేటప్పుడు నిజం మాట్లాడాలి అనే ఆప్షన్ Disable చేసి పంపి వుంటాడు,1
332,యాంకర్ గారు అసలు మీకు దండం పెట్టాలండి బాబు మీ ఓపిక ఏంటండీ,1
333,He is genuine person అందుకే లోకల్ చిల్లర నాయకులు అంతా కలిసి వాడిని టార్గెట్ చేశారు,1
334,కేతిరెడ్డి గారు మీరు తిరగడం తప్ప ప్రభుత్వం నుండి నిధులు ఏమైనా తెస్తున్నారా,0
335,Rai అతను ఉద్యోగం correct గా చేస్తున్నాడు ఎందుకు ర నాయకులు అందురు కలిసి నిందలు వేస్తారు నిజాయితీ పని చేస్తే ఎవరికీ నచ్చదుఛీ,0
336,RIP Ap Politicians అంత మంది ఒక్కడిని టార్గెట్ చేశారు అంటే వాడు ఖచ్చితంగా వాడి డ్యూటీ చేస్తూ ఉండి ఉంటాడు,0
337,Mādi telaṅgāṇa rāṣṭraṁ sār Kānī rājakīya nāyakulalō mīraṇṭē entō gauravaṁ,1
338,Andarilo niladhiyadam Sari ayina paddathi kadhu Every one has self respect He is also citizen ok,1
339,Sir M L A Garu Prajala Vadaku Meru Vachi ChalaBaga Matladinaru Sir Bat All M L As Nidarsanam Very good Sir M L A Garu,1
340,Seemasimham ante ila undali great MLA gaaru Dharmavaram prajalu adhrushtavanthulu,1
341,Nayakudu ela undali God bless you sir,1
342,Sarpanchulu corporator lu kadhu vallu lakshalu kottlu nokkeseki Volunteers respect ivvatam nerchukondi MLA,0
343,పాపం అతన్ని చూస్తే చాల జాలి వేస్తుంది అందరు కలిసి ఇలా ఇరికించేసి వీడియో తీసి సోషల్ మీడియాలో పెట్టడం ఎంతవరకు కరెక్ట్ఎమ్మెల్యే కేతిరెడ్డి గారు మీరు హయ్యర్ ఆపీసర్ లని ఇలా ప్రశ్నించి వీడియో పెట్టండిఇలాంటి చిన్న ఉద్యోగుల ని ఇబ్బందులు పెట్టి మానసికంగ వాళ్లని హింసించకండి,0
344,Volunteer chesedhi seva Praja seva oka rakamga Adhi emi govt job kadhu choppinavanni thala upu kunta cheyani ki Time paduthundi andhariki anni chusukoni vallaku help cheyali ante Volunteer anevaru help chese vallu society ki andhukani help chepinchukondi anni Musukoni Pani kadhu chepinchukovalsindi,0
345,ఈ చిల్లర గుంపులో ఈ ఎంటెక్ బాబు ను అవమానిస్తే అందరికి పెన్షన్ వచ్చినట్టు M L A బిల్డప్ ఇచ్చి షేహాబాష్ అనుకొంటారని భ్రమ ఎంటెక్ చేసినోడు ఈ జాబ్ ఎందుకు ఇంకా కూలి చేసుకోమంటారు ఈ ఎమ్మెల్యే ఇంతేగా వీళ్ళు చేసేది ఖర్మ హైదరాబాద్ లో జాబ్ చూసుకో గడ్డం బాబు,0
346,Ilanti MLA Anni niyojaka vargallo enduku leru,1
347,అన్నయ్య పేరు వింటే గూస్ బమ్స్ వస్తాయ్,1
348,Rgv tho vaka interview plan chesthunava nuvu kuda,1
349,Idi Edo reel kabhatti sari poindhi lekha pothe aadhi anna deenikhi kuda eadoka setair veseavadu Mee midha,1
350,Mana nāyakulu eppuḍu cinna vāḷḷa mīda pratāpaṁ cūpistāru Phasṭ pōyi rōḍlu vēyaṇḍi nīṭ gā,0
351,మీకు చపడం ఈజీ అక్కడ అనుభవించే వాలకు తెలుస్తాధి అక్కడ 14 అంతే మా వూరిలో బస్ లో 198146114 ఇలా పోతున్నాం,0
352,Mundhu RTC Buses lo students entha ibbandhi padivelthunnaru chudandii valla hanging conditions you have to notice everything,0
353,Thumbnail marchuko bro ayana CISI kaadhu me veiws kosam edhanna pedtharu,0
354,Auto vallu volunteer meda kadu 1st roads drainage etc choodu,0
355,Nuvvu king mawa,1
356,ముందు అరెస్ట్ చేయండి మీడియా ముద్దు తీసుకురండి రా,0
357,బానిస కట్టప్పలు బయటకి వచ్చారుఇక జగన్ కి భజన చెయ్యడానికి,0
358,నువ్వు ఏమి పని మీద వచ్చావు నువ్వు ఏది matlduthunvu ముందు mlc ni arest చెయ్యండి,0
359,Inthavaraku Oka ysrcp mla velli Subrahmanyam family ni kalisi matladaledu miru em sc minister ra miru em Cm thu,0
360,Rey me self dabba apandi ra babu … Elane late chesi janali yadavalni chestunnaru… mundu arrest cheyandi,0
361,ముందు arrest చెయ్యండి వాడు షికారు చేస్తున్నాడు వాడు ఎందుకు మీడియా ముందుకు రాలేదు,0
362,Ore ni veshalu api pani chusko,0
363,Me Bathukulu yenduku ra,0
364,పేద బిడ్డల కోసం చేస్తున్న మీరు చేస్తున్న కృషి అభనందనీయం,1
365,hmtv ki koncham ina siggu unteTitle sakkaga petandhi first chepindhi okati ithe mi Title inkolla undhi,0
366,Mallanna fighting for every thing which is relevant to trurth,1
367,Anchor ki questions adagatam reledhu,0
368,Madam meeru good questions aduguthunnaru,1
369,Thumbnail Chetha ga undi,0
370,తెలంగాణ రాష్ట్రం త్వరలోనే శ్రీలంక దేశానికి వచ్చిన ఆర్థికమాంద్యం కరువు కాటకాలు రాబోతున్నాయి ప్రజలందరూ అనుభవించడానికి సిద్ధంగా ఉండాలి Rip TRS government సీఎం కేసిఆర్ కి నివాళిలు అర్పించాలి ,0
371,ANJI MAMA AND SATHI ANNA COMBINATION ADHIRINDI,1
372,Jyosham kana nenu ni mida penchukuna prema goppadi Super,1
373,సార్ పాల్ గారు చాలా మంచి వ్యక్తి పదిమందికి మంచి చేసే వ్యక్తి సార్,1
374,సర్ అప్పుడప్పుడూ ఇతని ఇంటర్వ్యూ తీసుకోండి సర్ఫుల్ ఎంటర్త్సైన్మెంట్ సర్బాగా నవ్వుకోవచ్చు,1
375,పతనాన్ని కోరి తెచ్చుకోలేదు ఎవరు ఏమి చేయలేదు అంత ఆ దేవుని కృప ప్రభు ఆశీర్వాదం,1
376,ఇన్ని రోజులు ఏదో మూలాన సందేహం ఉండే పాల్ గారు పిచ్చోడా అని కానీ ఇప్పుడు కన్ఫర్మ్ అయింది నాకు,0
377,botsa oka pichodu,0
378,ఎంత నవ్వు వచ్చిందో సూపర్ స్పీచ్ అన్న,1
379,Its NTR revolution prapan̄ca sini caritralō naṭane ūpiri gā jīvistunna goppa vyakti mā anna tārakarāmuḍu,1
380,ఈ సాంగ్ ఎంత మందికి మళ్ళీ మళ్ళీ వినాలనిపిస్తుందిప్రభాస్ పుాజా హెగ్దే Love Scenes really Awesome Cuteness Overload,1
381,మైండ్ లో నుంచి పోవట్లేదు గట్టిగా చెప్పాలంటే ఆ అమ్మాయి కి take a bow take my respect to the entire radheyshyam team,1
382,ఈపాట ఎంత బాగుందోట్రైన్ సీన్లో క్లైమాక్స్ లో దీని BGm ఇంకా బాగుంది ప్రభాకరన్ గారు తమన్ గారు,1
383,Manchi pani chesaru,1
384,Em parva ledu e Narayana college valla entho Mandi pillalu chanipoyhunaru,0
385,Emumdi le Narayana swamy Court karchulu lawyers karchuluetc anni NEXT YEAR FEES PENCHI VASULU CHESUKOVACHU ANTHE GA PILLALA USURU TAGILINDI,0
386,Exams lo vundey vallani invigilators antaru adi kuda teleedhu Veeedu minister chesadu karmara babu chi Thuppas na kodaka,0
387,Chepadaniku siggu ledu ra neeku,0
388,sajjanar sir meru great meru cheshindhi chaala manchi pani,1
389,No one can write meaningful songs like you sirme you sir Om Shanti,1
390,Rip sirమీరు మమ్మల్ని విడిచి వెళ్ళినామీ పాటల రూపంలో మా హృదయంలో ఎప్పుడు జీవిస్తునీ వుంటారు,1
391,మీలాంటి అర్థవంతమైన పాటలు ఎవరు కూడా రాయలేరు సార్మీ యు సార్ ఓం శాంతి,1
392,Miss you balu garu మీ పాట విన్నప్పుడల్లా మనసు చాలా ప్రశాంతంగా ఉంటది,1
393,Malli siggu Lekunda noob account eskoni vachesava,0
394,vachanu anuko gudda paligipodhi,0
395,No1లంజే శ్రీరెడ్డి చెల్లి,0
396,After long tym kadupubba navvanutnx paithyamaawa,1
397,ఈ 20 20 సంవత్సరంలో ఒక్క పి ఎం సీఎం ఎమ్మెల్యే గార్లు ఎవరు ఎన్నడు చేయని సహాయాలని ఒకే ఒక్క ఆ దేవుడు సోనుసూద్ సార్ గారు ఆపదలో ఉన్న ప్రజల అందరిని కాపాడుకుంటూ వచ్చిన ఒకే ఒక్క రియల్ హీరో దేవుడు సోనుసూద్ సార్,1
398,నా భరతమాత చాలా గొప్పది ఎందుకంటె సోనూసూద్ లాంటి గొప్పవ్యక్త్తినీ కన్నందుకు,1
399,నువ్వు నిజమైన హీరోవి పవర్ స్టార్ లు మెగా స్టార్ లు తెరమీద మాత్రమే హీరోలు నిజజీవితంలో వాళ్ళు జీరోలు,1
400,Rgv గారు తెలుగు వారిగా జన్మించడం మన తెలుగు వాళ్ళు చేసుకున్న అదృష్టం,1
401,Rgv చాలా సంస్కార వంతమైనమనిషి ఆయన మాటచూపుప్రవర్తన అన్నింటిలో సంస్కారం కొట్టొచ్చినట్లు,1
402,వీడి బొంద గౌరవం ఇచ్చింది కాబట్టి పక్కన ఉమ్మేసింది లేదంటే వీడు అన్న మాటలకి మొహానే ఉమ్మేస్తారు ఇంకెవరైనా అయితే,0
403,Houselo lekapoyatapadike gopalu chepukuntunadu waste gadu,0
404,Bindu ante flower anukunnava fire fire ahee,1
405,rip mahesh garu కనీస పరిజ్ఞానం ఉన్నవాళ్లకు కూడా అర్థమయ్యేలా చెప్పారు అర్ధం కానివారికి భగవంతుడు జ్ఞానం ఇవ్వాలి అనికోరుకుంటున్నాను వాస్తవాలను అంగీకరించినప్పుడే తప్పులను సరిచేసుకోగలం,1
406,త్రివిక్రమ్ రచన ఎప్పుడు సూపర్,1
407,mana deshamlo babu gogineni gaaru lanti valu chalakavali,1
408,babu gogineni gaaru chaala manchi reformer mana ilanti vallu kavali,1
409,Astrologer Pradeep Joshi pedda book gaadu,0
410,Aithey entra koushal mundhu odipoyav kadha enka sigguledhu neku koushal army tho thanninchukuney varaku vurukunnattulevu,0
411,Koushal nijamja peddha manchi manishi,1
412,Telugu prajalu chaala ardusthavantadhulu manaki garikipati Garu dorikinanduku,1
413,గరికపాటి వారు హిందూ ధర్మం యొక్క గొప్పతనం చెప్పినందుకు మా ధన్యవాదాలు హరే కృష్ణ,1
414,ఆ తల్లి మాటల్లో ఎంత అర్ధము వుందో అంతే ఆవేదన కూడా వుంది ఆ కుటుంబానికి అంతా మంచి జరగాలి,1
415,భైయ ఇలాంటి వాడిని 5 నిమిషాలు తటుకొవడం కష్టం కాని నువ్వు 45నిమిషాలు video చేసావు నువ్వు great,1
416,po ra pichi kukka siggu ledhu em ledhu asla manishi vey na,0
417,warner ni retain cheyakapote srh managament gudda pagilipoddi,1
